0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.22746302,-1.4543004,-2.3093677,-1.0592333,-0.078849986,-0.113597415,0.11643405,-0.23245654,0.13717428,-1.1497588,1.0220728,0.35296458,-1.1994619,-0.7693485,-1.6464671,-2.8602698,0.28999895,-0.13859138,-0.8626264,-0.8146306
-1.2512151,-1.6388568,0.58089274,0.2784277,-0.9175645,1.4810532,0.19216953,1.1981615,-1.0371399,0.10260983,-1.0693611,-0.15329053,0.42927203,-2.0438473,-1.8679231,-1.1886576,-0.97153395,-0.8581725,-0.19549708,2.1855655
0.9049336,1.0496722,0.16475804,0.66382575,0.39335427,0.92593175,-1.0710254,-1.0568589,0.42140833,-0.5966609,0.3491939,2.0503595,-0.58770114,0.107328646,0.18640535,0.71800554,0.8548376,-0.3504719,0.70507807,-1.044926
0.4670947,0.25514802,-1.7733978,0.5955225,0.43873832,-0.78263557,1.1118149,-0.48700875,0.17616607,-0.61863285,-0.5266085,-0.09203157,-0.09294971,0.044372905,-0.17091198,-1.1312947,0.75877815,0.6681273,1.5360218,-1.1931441
-0.70008886,1.9401534,1.6033113,-1.630003,-0.1642126,0.45104966,0.16964836,0.9013116,-0.5302589,-0.38861707,1.7338935,0.58465433,0.94789654,-0.86399704,-1.5274872,-1.5431443,0.64133626,-0.64159244,1.1027039,-0.14226419
0.4307011,-1.4470022,-0.22184347,-1.2641108,1.4470911,-0.16334595,-1.0299479,0.5634699,-0.6218575,-0.9624879,0.009618882,0.092058495,0.5767855,1.6463966,0.8047323,-0.84217817,-0.33471918,-0.6642885,0.6766659,1.4214748
-0.004662321,0.2385323,0.39862916,0.5789414,-0.42282966,0.0057179173,2.2199621,1.6037989,0.8148339,1.1855534,-0.08228412,0.9469087,0.6771387,-0.49442306,-0.7521851,-0.3932839,-0.45126647,-0.12812331,0.14509356,-0.50347805
-0.6827017,0.8610752,0.5215398,-1.3194932,-1.2429961,-0.8630271,-2.1420903,1.1468133,-0.75110763,0.33340228,1.1717273,-0.9863124,0.5565637,1.0814811,0.43601742,-0.91961485,-1.2667962,0.8511879,0.36556426,-0.8947178
0.6191762,-1.9451084,-0.13296922,-0.6116865,-0.066067465,-0.43140528,-0.047951255,1.2494429,-0.3465906,-0.3953122,2.0393884,-1.2631732,0.6548347,0.5331317,-0.4191502,-0.27117252,-0.24134758,-1.5942647,0.86310756,-1.2318901
0.39215347,-0.78653276,0.24569494,-0.8169966,-0.48722956,-0.09181497,1.3731962,0.06582704,0.77567726,0.16781524,0.69562966,0.007545931,-1.7355418,0.02794657,0.5514832,-1.7199253,-1.2251223,1.4288967,-0.17032349,-0.7586702
-1.3449284,-0.83212453,-0.47234628,0.8080358,-0.07784363,-0.8526765,-0.027355397,0.15693451,-0.5079727,0.05308374,1.299093,-0.9150776,-0.21234734,1.0382572,-1.2548474,-1.4246159,-0.8159592,-1.0549212,0.19071332,0.28231168
-0.6296021,-1.3336567,2.0618572,1.7964199,0.054431576,0.20785524,-0.56120515,-1.0084314,-1.0743966,-1.6567726,0.69438404,1.1322378,-0.06606073,-0.053812835,-1.0103189,0.06580506,1.8898736,0.2577154,0.284078,0.3715414
-0.47894958,-0.17115685,-1.2472556,0.31562856,0.25474557,-0.55239093,-0.8540199,0.31594104,1.7338161,-1.7513201,0.2428496,-1.056996,0.0063739507,2.458297,-0.98669857,-2.1432667,0.5329687,-0.97893614,-1.2033995,-0.17723028
-1.3675308,-0.49189895,-0.67335707,0.13665947,-0.21197298,-0.6258894,-0.8835402,1.3720828,0.07108647,-0.20916726,-0.3649778,-1.7143116,0.39946157,2.0984056,-0.9512834,0.1782161,0.40535727,-0.018684078,0.5154835,-1.6220304
-0.22177301,0.5524785,-0.8634697,-2.1670203,-0.9287686,0.811696,-0.13198714,1.9505572,-0.20189486,-0.36790615,-1.813326,-0.6289577,-0.00043867028,-0.3033376,-1.5417491,0.35877132,-1.5517801,0.6383759,-0.87716275,1.4243782
0.6848044,1.9996123,1.4502945,2.6358707,1.1628411,0.7506833,0.5604897,-0.2655608,0.22594067,0.26163664,-1.6146243,-1.8751514,0.8431094,-0.5447412,-0.8266661,-1.7379204,-0.05472304,1.2566692,-1.0586028,-0.2276999
-0.6424733,-0.89618844,-0.8089333,0.48427424,-0.42499548,-1.6047553,-0.74035007,-0.7467697,-0.90082085,0.16753761,0.63220316,0.22603618,-1.9031986,-0.25812855,-1.3422772,0.94551665,1.4884046,-1.260823,0.95289344,-2.2640853
-0.9244697,-0.77991444,0.47078836,0.32315427,0.6838943,0.082405776,0.56266916,-0.4276907,0.115034394,0.46919546,0.75854814,0.72779614,2.264577,-1.6347868,0.62335914,0.7607545,1.1967516,0.5973316,-0.53685635,1.3332409
0.7819419,-0.8151596,-1.036993,-2.4443562,0.46631593,-1.3850073,0.62517554,0.84497595,-0.27310178,-0.8526487,-0.5514451,1.0256257,2.470424,-1.3311002,-0.32055685,-1.5037109,-0.72200215,-1.0230063,-0.2541603,-0.6268094
0.990975,-0.3076749,-0.41657102,1.1179733,-1.7241294,-1.8637229,-0.61833125,1.0074601,0.14304088,0.81163263,0.5698743,-0.4759442,-0.9918692,0.27298084,0.295849,-0.59726214,-0.57586396,0.44074106,-1.6019701,-0.91530436
-0.9575272,1.6791898,-0.36501923,-0.7188775,0.8646656,-0.55241704,-0.57514244,-0.4156064,-1.2930901,0.5174187,-0.16749093,-0.72398925,-1.6302944,0.9255485,-1.1110201,2.2385018,0.4997092,0.56379426,2.3779638,2.2198071
0.9206544,-0.67465156,0.025979571,1.4574952,-0.20072259,-0.8904226,-0.6234259,0.9226576,0.53586215,1.1498251,-3.442738,0.08950859,1.0782868,0.17286597,1.2800217,-0.029692614,-0.68544245,-0.17883708,0.36577395,-1.6811888
-1.9126472,-0.052242987,-0.56092167,-0.8733726,-0.07338157,0.50994945,-1.2107124,1.0502051,-0.24688151,-0.5317085,2.5546305,0.9217352,0.32058054,-0.67650217,0.1249495,-2.310384,1.1020715,1.0998846,-0.46172118,0.032585982
0.64796066,-1.7966105,-0.16676976,-0.106161214,-0.18005557,-0.9001063,0.57488453,0.033706345,-0.9033192,-0.39407867,-0.6394416,0.99870646,0.31010768,-1.9529858,0.038484216,2.4459333,0.026092062,0.44146836,0.4138039,0.021614278
-0.26089415,0.22809516,-0.18149143,0.11254046,-1.3761775,-0.53281397,0.82757944,-0.21900249,1.2360532,0.32693666,0.80403054,1.0153667,0.52580553,-0.6076508,1.1087353,0.08073774,0.28894275,1.8439488,0.54115546,0.08178189
-0.90790474,-1.3054516,-0.2839275,0.36729416,-0.5639792,0.13502423,-0.8051588,0.10175554,-0.28772113,1.1073033,1.1220536,0.57915044,1.6453851,0.4238182,-0.270265,-0.86421615,1.03696,-0.23042741,1.3307787,0.4383405
0.23313543,-0.48568064,-0.73511183,-1.4626353,-1.4663789,-0.5599275,0.59078556,-0.48585042,-0.6242061,-0.25699407,-1.8101176,0.18450996,0.39605314,-0.5279379,0.74842626,-0.26782322,1.3637877,2.334083,-0.6186692,-1.3058044
0.241947,-0.5147475,0.38936704,-0.67424166,1.902602,-0.8168011,0.59867877,1.4116023,-1.6337266,-0.5610673,-1.8931552,-1.0487797,0.93692106,0.3484114,-2.1465998,1.064712,-0.010850927,-0.09927712,1.0076296,-1.7739394
-0.24931347,-0.16686082,0.23010983,0.45958772,-0.64590305,-1.6543398,0.23654142,0.28821138,-0.28502116,0.69977725,1.0809584,-0.37673914,1.1391299,-1.3257142,0.5678414,1.0340985,-0.007155275,0.28949773,-0.36404485,0.21722496
1.716682,-0.7113074,0.13367686,-0.5731331,-2.9584458,0.6505259,0.12487096,0.14442264,-0.90402603,0.33847955,-0.9057095,-0.5735358,0.4626481,0.7754244,-1.4690835,0.23033707,-0.3802754,-2.020311,-0.44924378,1.4230102
0.6137372,1.4274173,0.8226147,-1.1107198,-0.84615266,-0.37793705,1.1427157,1.5815116,0.6340858,-0.95690227,-0.19274704,0.670079,1.4372773,-0.35999754,-1.036316,-0.41391388,0.3914354,0.025098076,-0.82128143,1.5838263
1.055159,1.9528561,1.0353745,-0.12875088,2.1633618,-0.5581406,1.1626614,-0.7803374,1.3293755,-0.6055407,1.6723504,0.28017396,1.2773557,-0.24403141,0.22762658,-1.1654001,-0.4024074,2.2133694,0.5943679,-0.18903023
-2.2796657,-0.16911782,0.7214249,-0.73740023,0.48267686,-0.4974542,-0.91602874,0.052152216,-2.1985967,0.70285296,0.6279209,0.298733,1.7266946,0.15015365,-0.41039157,0.79389256,-0.6802284,-0.13534051,-1.0098935,0.38784775
0.53041184,-0.1041826,-0.007998449,-0.7893382,-0.21749787,-0.19892156,-1.4610524,-0.10825514,0.25822908,-1.5347918,0.43686435,0.8971946,1.205525,-1.2681758,-0.7502302,0.21122035,2.1436274,0.14433192,0.4237958,-0.39850473
-0.18743597,-0.58795035,1.304535,-2.8653762,-0.9251009,-1.987944,-0.74164605,-1.0200773,0.3688201,0.26143324,-0.2413003,1.9477614,-1.2129314,0.92473596,-0.43030366,0.7247302,-0.3763178,0.782323,-1.8755493,-0.13382687
1.1514361,-0.6658828,-1.0659988,1.0384135,-0.81600744,0.7126132,-1.9279834,-0.47050926,-0.5060919,-0.6829871,0.6300711,0.52039033,1.2897066,0.0025929501,-0.5843174,0.4467624,0.16891722,-0.66565007,0.26581904,-0.68473136
-0.48224667,1.6276162,-0.7809881,0.39529726,-0.50358903,-0.35559192,1.5309459,-0.40337038,-0.2398881,-0.56735826,0.22950177,-0.7386472,1.1340156,-1.230111,-1.0783626,0.37754506,0.7649727,0.16220178,-1.495113,-0.94787633
-0.085913435,-0.39869013,0.60867697,1.4015075,0.4238905,0.5568018,1.151214,-0.1822072,-0.288426,0.114799395,0.38677004,-2.7875752,-0.7090293,-0.056634065,-0.20563465,0.13282157,0.09816509,1.2626833,-0.39919952,-0.08449527
-0.79809314,-0.6236462,0.6659469,0.34087172,-0.8533186,-2.0517323,-0.31815618,-0.5608381,0.64403385,0.27570918,0.6137542,-0.0009383061,0.88587147,0.82576114,-1.0760922,0.08374031,0.17925303,-1.4864882,0.66962516,-0.0011666334
-0.6787824,-1.309717,-0.05003441,0.10462315,1.4320573,-1.5040917,0.94186383,1.7081705,0.54417056,0.35942072,0.3737516,-0.12115769,0.4325994,-0.5443646,-0.30702803,-1.0264333,-0.15371414,-0.67786384,-0.024117224,1.190679
0.096211456,0.14071205,0.62323934,-2.2587042,1.5005841,-0.75040364,0.16064736,0.9204765,-0.24980193,-0.12676804,0.054724887,-1.1582168,-0.6693482,0.63844717,-0.5447728,-1.0964016,-0.9442647,-0.09851161,0.5341945,-0.23787317
1.3826226,0.8547669,0.5551273,0.07492456,0.5372289,0.92782706,-0.29337123,-0.37343195,-0.10496892,0.37165713,0.83692116,-0.76750803,-0.076552995,2.0405052,1.1354553,0.16292875,-0.99166,0.32632276,-0.45591283,0.048645426
0.36515537,-0.094212994,-0.46943474,1.6795337,-0.3149809,-0.8527014,0.82331055,1.0664116,1.0241523,-0.85129213,1.7126098,-1.3574562,0.9435153,0.7008736,0.6866702,-0.72892374,-0.011594591,0.6484066,2.0467257,1.8131316
-1.7798524,0.0234233,0.9055437,0.6308128,-0.19666891,-0.3740187,0.3970824,1.2492102,0.08245803,1.57863,1.7809435,0.9658374,1.1371593,-3.556613e-05,0.77008396,-2.0494766,-0.6761676,0.291078,1.8123899,-0.24990812
0.5592989,-1.4171349,0.010154266,0.14261504,0.108897105,0.748353,-0.50179136,-1.1552713,-0.2483465,-0.74713314,-1.2033755,0.82685035,-0.72889674,-0.014484634,2.2699902,-1.2470503,0.19461888,1.0315608,0.36072993,-0.13463907
0.08904423,-0.072491616,0.7942618,1.2203416,0.43455535,-0.111846216,-1.2681086,-0.2937548,1.0160973,-1.0465091,-0.10068997,-0.85841894,1.5823535,0.20140755,-0.4943024,0.28791013,-0.48842156,1.5385437,0.08353346,-0.3444356
-0.5607436,-2.8750734,0.42062357,-0.9939173,-0.15429951,-0.6744221,0.17948128,-0.111896664,-0.06602695,1.2554938,0.2069994,-0.30271745,1.2257392,0.006339275,1.1746303,-0.7464799,-2.1874497,0.5953983,0.2017424,-0.74390596
-0.52504414,-2.2739508,0.010128205,0.48577946,-1.123341,-2.3487253,0.42253724,-0.14631407,-0.18685389,0.42762432,0.548725,-0.23823382,1.6572123,-0.12719834,-0.22534382,-0.5165232,0.44380412,0.12580545,0.79561305,-0.32612288
0.50800604,-0.6235958,-1.2347414,1.8779069,0.49198398,1.0167243,0.14846952,1.261991,2.1388576,0.44701123,0.4335963,2.0994132,-0.7136927,-0.6380119,0.19899416,-0.30408102,-0.73808974,0.9857863,0.7413596,-0.4396385
-0.20072223,2.744875,0.5846326,-0.6782181,-1.0718561,1.3722229,0.6723971,0.005566724,0.57376677,-0.15774332,-0.20734695,-0.27703106,0.46923795,0.850894,0.03708716,1.7884784,-1.190498,-0.73510504,-0.72900915,-1.6455833
-2.2665744,-0.31991044,1.1897657,1.143481,1.636085,-0.5536012,-1.70909,0.90536904,-0.11193378,0.19598377,-0.7827216,0.065989085,-2.2958426,-1.3016309,1.034546,-1.141408,-1.5076567,-2.48411,-2.2297518,-0.91815215
-0.17590436,-0.4045714,-0.21806583,-0.26793846,-1.8140858,-0.3925732,-1.5229975,1.045842,-0.92810947,0.45342624,-0.9291673,-0.1389293,-1.0657382,1.1475512,2.0543067,-1.3839922,-1.3875184,2.1157858,-0.28892994,0.12382493
-0.9575606,-0.49000052,2.0722313,1.2226368,-0.52334946,1.3527211,-0.9945514,-2.006544,-0.5080738,-0.7716802,-3.200932,-0.94066757,0.44074348,-1.5339463,-0.433409,0.13542487,0.5156317,-2.6073735,-0.6945447,0.35876566
1.1623075,-0.59313303,-1.2102767,-0.40008077,0.19761066,0.25150114,-0.7455554,-0.9950426,0.11820945,0.1056844,-0.3516913,-1.0521653,0.8188023,-1.9088897,0.6362221,-0.33815065,1.3266062,0.6022636,-0.81240046,0.55812687
-0.55955476,0.3166358,1.1271226,-0.794579,-0.8717174,-1.8540581,0.14392608,0.96549106,-0.08343156,1.2329782,1.2355837,1.2111156,0.26205248,0.17155905,-0.15282357,-0.13142234,0.74955356,0.28095052,-0.46087465,0.64063424
-0.23451309,-1.3838538,-0.47298843,0.20362838,0.6496721,0.85605997,0.2173234,-1.1786747,0.44643635,1.5215902,0.021631453,-0.68393135,0.01459361,0.16476075,-0.49337128,-0.7623918,-0.74425894,1.202108,0.60458803,1.8102334
0.673033,0.043580584,-1.3595632,-0.122079894,0.3749586,0.7786632,0.0688873,1.0025648,2.3383265,-0.17765582,-0.2297213,0.3286944,-0.561096,-0.3852357,0.7083687,-1.172817,-0.17085901,-1.8687932,-0.21712808,-1.4214303
1.7442775,-1.4987851,1.4413481,2.4957588,1.8178122,-1.8636441,-1.0795465,0.93256813,-1.4478728,1.5006195,-0.06105437,-0.5888246,-1.6197139,0.1714002,-1.0400703,1.1271981,0.3559723,-0.37738046,0.7410451,-0.887506
0.3157846,1.3642923,0.5659873,-1.0486763,-0.48719677,0.80202556,-0.08852545,-0.7545551,1.011731,0.6636431,-1.4438916,-0.2885394,-2.1618009,0.70789057,0.48397976,-0.8773399,-0.052561056,-1.059101,-0.71561027,-0.7235516
-0.17168748,0.66661215,0.43397608,0.40786693,1.3937254,1.2750349,-0.2619436,-0.6807324,0.43800032,0.5501111,0.3017744,0.0077397684,-0.53608286,-0.023768913,1.1306937,0.19663326,0.08963758,-1.0083348,-0.3281487,-0.38406917
1.9590757,-0.35102087,0.15822917,-0.90620774,0.8882489,0.1637355,-0.7669239,-0.9543448,-0.49718466,0.35849747,1.2700173,-1.7925509,-0.34371683,-0.52039176,0.2653363,-3.1689627,-0.74092954,0.560259,-0.74300134,-0.98648745
-0.36863893,-0.6050073,1.1903653,1.5650994,-0.38534802,-1.4777957,-0.7422283,0.94392264,0.4512922,-0.02146347,-0.6871094,-1.6510103,1.1350075,-1.8671335,-0.29253498,-1.040433,-0.29199547,-1.3646325,0.20098336,-0.7830451
-0.624376,0.004387984,-0.15191434,-1.4625772,0.15994559,0.12548055,-0.4779606,-1.025524,1.1234531,0.7237606,-0.5101277,-1.3410788,-1.0315801,-0.7857889,1.2323853,-1.292174,-2.016586,0.9712314,0.7607143,0.25145802
-0.10337411,0.31017938,0.6589558,0.28798357,-0.60706246,0.2620081,-0.8083586,-0.1095219,1.1769086,-0.3679917,0.60824424,0.0075898706,0.24976523,0.37689602,-0.27955592,0.75450665,-0.18560298,0.053499386,-0.16534375,-0.52740103
0.7946044,-0.94289714,-0.46535417,0.040229395,0.2383708,-0.72573733,-0.19713937,1.0325819,-1.913075,-0.0010249432,-1.6785364,0.529579,0.9052512,0.309038,1.5568335,-0.48129869,1.5420104,-0.4100163,0.7848756,0.22551142
-0.6215366,0.07308286,1.1770275,-0.49767208,-1.2076998,-1.6679202,0.37914053,-1.5112189,-0.6832692,-0.95614445,0.94405967,-1.2779899,-0.4511597,-0.43952248,-0.6186464,-0.31805143,0.72170794,-1.3485147,1.5115848,-0.46024725
0.31090686,-0.48153374,0.6027709,0.72476214,0.02384354,0.4074956,-1.453349,-0.09510088,0.55335045,0.9312259,-0.39883366,2.0388227,-0.25005817,-1.6099744,-1.3241241,-0.14896822,-0.047776125,-1.9944514,1.614946,2.7233272
-1.6500769,0.1521842,0.09586401,0.81361204,-0.023973105,-1.5862893,-1.982705,1.3922561,-1.191958,0.059189435,-1.0122414,-0.45458886,0.06267411,1.5299078,-0.29724914,-0.07034901,-1.0718081,-0.18016796,-0.31440097,0.5566007
-0.1939924,-1.1635753,-1.2468696,2.0127583,-0.3117321,0.8998951,0.36970887,0.9503327,0.60898626,0.31386846,0.29148033,1.0032793,0.84840137,0.45254466,0.15921001,-0.33881712,-0.05453306,-0.19336659,-1.401258,1.2466869
-0.38481677,-0.9561768,-0.49018914,0.4807548,0.43480477,2.1699152,0.6060411,-0.23366879,0.6207849,-0.6132334,1.4090451,-0.9796436,0.23894304,1.0859165,0.51860964,-0.64661366,-2.118456,0.8011148,0.91417134,0.59328675
0.06981186,1.5510554,-0.6361285,-1.4692806,-0.96426207,0.8265346,-0.92002517,2.281673,0.8356409,1.1379834,-0.84752375,0.1841746,1.0146811,0.34295124,-0.5221215,0.2311784,-0.15206364,-0.24755333,0.79448,0.063646846
-0.2652934,2.310262,0.80839735,-0.21369845,1.7582384,-0.87739927,1.1694342,0.1354403,-0.072472155,-0.95778865,-0.6416471,1.1143928,-0.36536944,0.8110813,-0.09405677,-0.31291533,-0.46943587,0.112152465,-0.7401409,1.2398967
-0.5447295,-0.7932899,1.9786018,0.5193234,-1.1229051,0.2765745,0.276157,0.20824522,2.097412,0.81255615,0.6664154,-1.0888586,-2.3523188,0.93309003,1.6171044,0.6792412,0.44371802,-0.39234337,0.37996233,-0.54505295
0.73315865,-0.23572858,1.245342,0.29346725,0.8609541,0.22001055,-1.3225191,-0.53482723,-0.52834994,0.6770347,-0.8403245,-1.4051466,-0.83828413,0.53881395,-0.36380243,0.50908667,-1.2558159,-0.7378803,0.74362946,-0.9714326
-0.72358114,1.6931738,0.6011488,0.36594725,0.95316845,-0.6205421,-0.78769755,-0.551838,0.40579164,1.5739696,1.8137603,0.08341405,0.103198506,0.8533031,0.002766256,-0.3680317,0.8572831,-0.062438283,-0.6962623,0.33722448
0.3562936,0.6014738,-1.0602851,-0.30495384,-0.7232637,-0.16500635,0.8948075,2.7964468,1.6784128,-0.2167682,-0.47343668,0.8018915,0.17347157,2.1028628,-0.7209781,0.34027067,-1.829551,-1.9411852,0.0090415245,0.9386227
-0.19942883,0.8677587,-0.16005303,0.9233227,-1.2249556,-0.87536955,2.1866953,-1.349316,-0.6844296,-0.9667504,0.23354365,-0.24179769,1.6239194,-0.21929766,2.3934546,1.0638949,-0.9055101,1.335274,0.24589655,-0.114387326
-0.21384564,-0.13477115,1.2098324,0.15977107,0.5592663,-0.51023024,0.8279763,0.5487062,-1.1195085,0.97691387,-0.99976194,0.936836,0.86184746,-1.4627407,0.062779,0.8871517,0.27688015,-0.9948069,-0.8070456,0.87949806
-2.0871801,1.2041864,-0.53524554,-0.13083526,-1.0704647,-1.2498897,1.4003156,-1.1493059,-1.6837031,2.5337164,-0.24340504,0.56137586,-1.7942777,1.2095383,0.40071952,0.07339562,-0.71684664,-0.5865962,-0.96736956,-0.724798
-1.2494394,0.4220823,-0.6199054,-0.17227389,-0.39681494,0.7655062,-0.58484864,3.5414858,-0.9973787,-1.1035979,-0.42892244,-0.34388247,-1.3066725,-1.1695007,0.66280997,-0.076265186,0.92532223,-1.2562754,0.09818312,-0.856628
